Matrícula,Início,Término,Situação,Contrato,Usuário
364142,2023-03-20,2023-09-15,EXONERADO/RESCISO,21255/2023,9151
9064621,2022-08-12,2023-04-03,FALECIDO,17567/2023,5733
2380170,1993-11-01,,EM EXERCÍCIO,7221/2022,4323
9172424,2023-03-20,2023-09-15,EXONERADO/RESCISO,21839/2023,9876
9067728 ,2023-09-01,2025-06-26,EM EXERCÍCIO,27351/2023,1828
9480390,2023-03-20,2023-09-15,EXONERADO/RESCISO,22231/2023,2214
9539530,2023-03-20,2023-09-15,EXONERADO/RESCISO,21987/2023,2630
9059199,2006-03-29,,EM EXERCÍCIO,20218/2023,7645
9541314,2023-01-02,2024-01-05,EM EXERCÍCIO,20074/2023,8958
9538879 ,2023-10-16,2025-06-26,EM EXERCÍCIO,30999/2023,5506
266884,1992-04-20,,EM EXERCÍCIO,4946/2022,10172
9540750,2023-04-25,,EM EXERCÍCIO,25995/2023,3079
9538569,2019-05-13,2023-02-27,EXONERADO/RESCISO,16132/2022,3659
9540920 ,2023-12-18,2025-06-26,EM EXERCÍCIO,32599/2023,5746
319961,2014-06-09,,EM EXERCÍCIO,5567/2022,6964
9537961,2023-03-20,2023-09-15,EXONERADO/RESCISO,24694/2023,2074
9543686 ,2021-06-14,2023-01-28,EM EXERCÍCIO,16243/2023,4411
9075593,2014-01-20,,EM EXERCÍCIO,8025/2022,1728
9481125,2023-03-20,2023-09-15,EXONERADO/RESCISO,22520/2023,1217
9226354,2023-03-20,2023-09-15,EXONERADO/RESCISO,22355/2023,8239
9063803,2024-01-06,2026-01-04,EM EXERCÍCIO,7853/2023,1097
9540547,2023-09-18,2025-06-26,EM EXERCÍCIO,27448/2023,8707
9313427,2023-10-10,2025-06-26,EM EXERCÍCIO,30823/2023,4068
9544194,2023-03-20,2023-09-15,EXONERADO/RESCISO,21594/2023,3562
9544321,2023-11-01,2025-06-26,EM EXERCÍCIO,31064/2023,1212
9543660,2019-05-27,2021-05-27,EXONERADO/RESCISO,16242/2023,4014
9544143,2023-11-01,2025-06-26,EM EXERCÍCIO,31037/2023,3894
9543490 ,2023-03-20,2023-09-15,EXONERADO/RESCISO,24013/2023,9891
9121471,2007-08-31,,EM EXERCÍCIO,8735/2022,9072
9086137,2006-06-30,,EM EXERCÍCIO,8158/2022,5337
9543643 ,2023-11-01,2025-10-30,EM EXERCÍCIO,31694/2023,2580
9543538,2022-08-12,2023-01-28,EM EXERCÍCIO,17332/2022,2002
9544151,2023-03-20,2023-09-15,EXONERADO/RESCISO,23398/2023,2512
9544100 ,2023-03-20,2023-09-15,EXONERADO/RESCISO,24024/2023,7845
9544003,2023-01-29,2025-01-28,EM EXERCÍCIO,17433/2023,1869
9544275,2023-06-01,2023-11-27,EXONERADO/RESCISO,26400/2023,8506
9543180 ,2022-05-25,2023-01-28,EM EXERCÍCIO,19244/2023,9751
9543414,2023-03-20,2023-09-15,EXONERADO/RESCISO,22287/2023,2503
9543376,2023-09-18,2025-06-26,EM EXERCÍCIO,30024/2023,9745
9543465,2021-02-27,2023-02-27,EXONERADO/RESCISO,16230/2022,2348
9229973,2023-03-20,2023-09-15,EXONERADO/RESCISO,22267/2023,8370
9544097 ,2023-10-23,2025-10-22,EM EXERCÍCIO,30763/2023,3676
9544283,2023-03-13,2023-09-08,EXONERADO/RESCISO,21415/2023,848
9061908,2006-06-30,,EM EXERCÍCIO,7782/2022,5081
9544240 ,2020-11-17,2024-09-30,EM EXERCÍCIO,16255/2023,7412
9544232 ,2020-11-17,2024-09-30,EM EXERCÍCIO,16254/2023,7402
9544291,2023-09-18,2025-06-26,EM EXERCÍCIO,28800/2023,7396
9351094,2023-09-18,2025-06-26,EM EXERCÍCIO,27587/2023,7429
9545735,2021-08-10,2023-01-28,EM EXERCÍCIO,16265/2023,5972
9545670,2023-11-06,2025-10-31,EM EXERCÍCIO,32028/2023,3080
9379592,2023-03-20,2023-09-15,EXONERADO/RESCISO,24077/2023,5646
2381532,1998-05-14,,EM EXERCÍCIO,20353/2023,912
95458591,2023-04-01,2023-09-27,EXONERADO/RESCISO,22210/2023,10327
137804,1986-05-13,,EM EXERCÍCIO,476/2022,5079
9592180,2023-06-22,2023-12-13,EXONERADO/RESCISO,26751/2023,5854
9545662,2023-03-13,2023-09-08,EM EXERCÍCIO,20522/2023,9326
9546430,2023-06-23,2023-12-20,EM EXERCÍCIO,26798/2023,4388
9546421,2023-07-03,2023-12-30,EM EXERCÍCIO,27096/2023,7169
9546375,2023-05-01,2025-01-28,EM EXERCÍCIO,25916/2023,2778
275603,1993-09-16,,EM EXERCÍCIO,5106/2022,8374
9546383,2023-03-20,2023-09-15,EXONERADO/RESCISO,24073/2023,2863
9546448,2023-09-18,2025-06-26,EM EXERCÍCIO,30116/2023,9761
9545697 ,2023-03-13,2023-09-08,EXONERADO/RESCISO,20802/2023,5212
9413952,2015-01-14,,EM EXERCÍCIO,12776/2023,8446
2356155,1998-03-10,,EM EXERCÍCIO,6814/2023,5694
9546391,2023-09-18,2025-06-26,EM EXERCÍCIO,29758/2023,6279
9318836,2014-01-20,,EM EXERCÍCIO,11137/2022,7304
9201505,2011-07-08,,EM EXERCÍCIO,9879/2022,5805
9076310,2011-01-11,,EM EXERCÍCIO,8048/2022,7288
2356783,2006-03-29,,EM EXERCÍCIO,6851/2023,5089
9174036,2013-01-04,,EM EXERCÍCIO,9553/2022,5166
9193626,2011-01-11,,EM EXERCÍCIO,9802/2022,6211
9546316 ,2023-01-02,2026-12-31,EM EXERCÍCIO,20199/2023,3854
9424792,2023-05-01,2023-10-27,EXONERADO/RESCISO,26028/2023,10353
9206256,2023-03-01,2026-12-31,EM EXERCÍCIO,24871/2023,7841
9285407,2019-08-28,,EM EXERCÍCIO,10684/2022,6272
218642,1991-06-24,,EM EXERCÍCIO,1520/2022,2169
9548300,2023-10-17,2025-06-26,EM EXERCÍCIO,31125/2023,2980
9379282,2019-08-28,,EM EXERCÍCIO,12249/2023,4690
9390308,2019-08-28,,EM EXERCÍCIO,12422/2023,8278
9548556 ,2019-08-28,,EM EXERCÍCIO,16297/2022,5134
9143750,2019-08-28,,EM EXERCÍCIO,9012/2022,9508
9548653 ,2019-09-25,,EM EXERCÍCIO,16304/2022,6204
9548610 ,2019-08-28,,EM EXERCÍCIO,16301/2022,4800
9548661,2019-09-25,,EM EXERCÍCIO,17735/2022,2215
9548521,2019-08-28,,EM EXERCÍCIO,16294/2023,3221
362328,2019-08-28,,EM EXERCÍCIO,6568/2022,8387
9548548 ,2019-08-28,,EM EXERCÍCIO,16296/2023,5041
9390561,2019-08-28,,EM EXERCÍCIO,12445/2022,1623
9346155,2019-08-28,,EM EXERCÍCIO,11637/2023,5721
9548645,2019-08-28,,EM EXERCÍCIO,16303/2022,8894
9458301,2019-08-28,,EM EXERCÍCIO,13666/2022,3010
9548580 ,2019-08-28,,EM EXERCÍCIO,16299/2023,4504
9456031,2019-09-25,,EM EXERCÍCIO,13630/2022,7792
9548734,2019-08-28,,EM EXERCÍCIO,16305/2022,7523
353698,2019-08-28,,EM EXERCÍCIO,6452/2023,2030
9349120,2019-08-28,,EM EXERCÍCIO,11732/2023,8504
9347330,2019-08-28,,EM EXERCÍCIO,11686/2023,8329
9548505,2019-08-28,,EM EXERCÍCIO,16292/2023,4292
9548742,2019-08-28,,EM EXERCÍCIO,16306/2022,1825
9439099,2023-09-18,2025-06-26,EM EXERCÍCIO,29572/2023,9158
9175822,2011-01-11,,EM EXERCÍCIO,9613/2022,6595
9135235,2012-01-26,,EM EXERCÍCIO,8939/2023,3885
275735,1993-10-01,,EM EXERCÍCIO,5108/2023,1818
224898,1992-02-01,,EM EXERCÍCIO,3329/2022,9767
9116648,2006-06-30,,EM EXERCÍCIO,8717/2023,6130
9552421,2023-09-01,2025-06-26,EM EXERCÍCIO,29601/2023,2524
9113851,2023-04-01,2023-09-27,EXONERADO/RESCISO,24732/2023,1503
9545751,2023-10-23,2025-10-22,EM EXERCÍCIO,30644/2023,10588
304506,1990-02-01,,EM EXERCÍCIO,5411/2023,5236
9151141,2006-03-29,,EM EXERCÍCIO,9158/2023,6087
9172564,2015-01-14,,EM EXERCÍCIO,9527/2022,3909
9085793,2022-01-13,2023-11-12,EM EXERCÍCIO,8150/2022,764
9184520,2005-08-01,,EM EXERCÍCIO,9741/2022,7674
9461051,2022-05-24,2023-02-27,EM EXERCÍCIO,19871/2023,10452
9260226,2020-09-04,,EM EXERCÍCIO,10492/2022,3575
9563326,2020-09-04,,EM EXERCÍCIO,16337/2022,8686
9563385,2022-05-25,2023-02-27,EXONERADO/RESCISO,18998/2022,3020
9563334,2020-10-02,,EM EXERCÍCIO,16338/2022,3087
9563423,2020-09-04,,EM EXERCÍCIO,16346/2022,7405
9563105,2020-09-04,,EM EXERCÍCIO,16323/2023,2089
9563253,2020-09-04,,EM EXERCÍCIO,16331/2022,5921
9563393,2020-09-04,,EM EXERCÍCIO,16344/2022,9932
9563458,2020-09-04,,EM EXERCÍCIO,16347/2023,1123
9563474,2020-10-02,,EM EXERCÍCIO,16348/2022,3983
9563512,2020-09-04,,EM EXERCÍCIO,16349/2022,4432
9370765,2020-09-04,,EM EXERCÍCIO,12151/2022,9032
9102272,2020-09-04,,EM EXERCÍCIO,8439/2022,10118
9563199 ,2023-10-10,2025-06-26,EM EXERCÍCIO,30772/2023,4174
9563288,2020-09-04,,EM EXERCÍCIO,16334/2022,2558
9563245,2020-09-04,,EM EXERCÍCIO,16330/2022,8823
9337865,2020-09-04,,EM EXERCÍCIO,11532/2022,3883
9563032 ,2020-09-04,,EM EXERCÍCIO,16316/2023,5516
9128700,2020-10-02,,EM EXERCÍCIO,8801/2022,6988
9563300,2020-10-02,,EM EXERCÍCIO,16336/2022,5470
9563083 ,2023-11-22,2025-06-26,EM EXERCÍCIO,32260/2023,4363
9186271,2020-09-04,,EM EXERCÍCIO,9769/2022,5178
9563350,2020-09-04,,EM EXERCÍCIO,16340/2022,4420
9563369,2020-09-04,,EM EXERCÍCIO,16341/2023,5654
9563059,2023-09-18,2025-06-26,EM EXERCÍCIO,29908/2023,8639
9471880 ,2023-09-18,2025-06-26,EM EXERCÍCIO,27350/2023,6979
9126848,2022-06-23,2023-02-27,EXONERADO/RESCISO,17703/2022,9027
9563113,2020-09-04,,EM EXERCÍCIO,16324/2022,3970
9563237 ,2020-09-04,,EM EXERCÍCIO,16329/2023,4838
9129251,2020-09-04,,EM EXERCÍCIO,8825/2022,5976
9260366,2020-09-04,,EM EXERCÍCIO,10498/2022,6751
9507191,2023-09-18,2025-06-26,EM EXERCÍCIO,27409/2023,5233
9190708,2020-09-04,,EM EXERCÍCIO,9790/2022,5577
9430059 ,2022-01-13,2023-01-28,EM EXERCÍCIO,13182/2023,3777
9171193,2023-01-02,2026-12-31,EM EXERCÍCIO,20157/2023,5885
9566490 ,2020-11-17,2023-06-01,EXONERADO/RESCISO,16372/2023,6339
9391444 ,2020-11-17,2024-09-30,EM EXERCÍCIO,12475/2023,7376
9566201 ,2020-11-17,2020-09-30,EXONERADO/RESCISO,16358/2023,7431
9566210,2020-11-17,2024-09-30,EM EXERCÍCIO,16359/2022,6287
9566414 ,2020-11-17,2024-09-30,EM EXERCÍCIO,16368/2023,6638
9566244,2020-11-17,2024-09-30,EM EXERCÍCIO,16361/2023,7354
9148353,2022-06-30,2023-01-28,EM EXERCÍCIO,18594/2023,7082
9392858,2020-11-17,2024-09-30,EM EXERCÍCIO,12532/2022,6359
9566228 ,2022-09-29,2024-09-30,EM EXERCÍCIO,16360/2023,7079
9566260 ,2020-11-17,2024-09-30,EM EXERCÍCIO,16362/2023,5711
9107789,2020-11-17,2022-09-29,EM EXERCÍCIO,8544/2022,5954
9373233 ,2020-11-17,2024-09-30,EM EXERCÍCIO,12207/2023,7978
9566198 ,2020-11-17,2024-09-30,EM EXERCÍCIO,16357/2023,7104
9566295,2020-11-17,2024-09-29,EM EXERCÍCIO,16363/2023,9443
9175350,2020-11-17,2022-09-29,EM EXERCÍCIO,9595/2022,6416
9566511,2022-09-30,2024-09-29,EM EXERCÍCIO,16374/2022,9322
9566503,2022-09-29,2024-09-29,EM EXERCÍCIO,16373/2022,8489
1295256,2022-09-29,,EM EXERCÍCIO,16378/2022,9572
9566597,2022-09-29,,EM EXERCÍCIO,16379/2022,9610
9566554,2022-09-29,,EM EXERCÍCIO,16377/2022,9594
9566600,2022-09-29,2024-03-29,EM EXERCÍCIO,16380/2022,9771
9566619,2022-09-29,,EM EXERCÍCIO,16381/2022,9545
058036-A,2022-09-29,,EM EXERCÍCIO,16382/2022,9573
030968-A,2022-09-29,,EM EXERCÍCIO,16385/2022,9589
9564888,2023-01-02,2026-12-31,EM EXERCÍCIO,20235/2023,6589
4006,1984-04-01,,EM EXERCÍCIO,84/2022,6167
9324453,2023-10-24,2025-10-23,EM EXERCÍCIO,31609/2023,5332
9111581,2022-03-21,2023-04-28,EXONERADO/RESCISO,3/2023,535
9437827,2023-09-29,2025-06-26,EM EXERCÍCIO,30005/2023,641
9194967,2023-01-02,2026-12-31,EM EXERCÍCIO,20240/2023,9442
9360034,2021-03-17,,EM EXERCÍCIO,11904/2022,4128
9297936,2023-01-02,2026-12-31,EM EXERCÍCIO,20201/2023,9052
9281398,2023-01-02,2026-12-31,EM EXERCÍCIO,20233/2023,3052
9393528,2023-11-01,2025-10-30,EM EXERCÍCIO,31703/2023,10579
537196,2023-01-02,2023-12-31,EM EXERCÍCIO,25734/2023,6201
9621180,2023-04-01,2023-09-27,EXONERADO/RESCISO,24370/2023,10262
9523111,2023-04-01,2023-09-27,EXONERADO/RESCISO,23030/2023,2140
9488219,2023-06-01,2023-11-27,EXONERADO/RESCISO,26014/2023,5186
9573127,2023-01-02,2026-12-31,EM EXERCÍCIO,20287/2023,2159
9230955,2023-01-02,2026-12-31,EM EXERCÍCIO,20274/2023,625
9573674,2023-10-24,2025-10-23,EM EXERCÍCIO,30615/2023,2020
9573682,2023-09-18,2025-06-26,EM EXERCÍCIO,29170/2023,1962
9574301,2021-06-14,2025-01-28,EM EXERCÍCIO,16415/2023,9949
9574344,2021-08-10,2023-01-28,EM EXERCÍCIO,16422/2023,9474
9460233,2023-03-20,2023-09-15,EXONERADO/RESCISO,24408/2023,5819
9574620,2022-04-18,2023-01-28,EM EXERCÍCIO,19872/2023,3981
9573780,2021-06-14,2023-01-28,EM EXERCÍCIO,16405/2023,1154
9574786,2023-09-18,2025-06-26,EM EXERCÍCIO,27611/2023,3631
9097961,2022-06-30,2023-01-28,EM EXERCÍCIO,19738/2023,9498
9574492,2022-01-01,2022-12-31,EXONERADO/RESCISO,19659/2022,9045
9573771,2023-10-10,2025-06-26,EM EXERCÍCIO,30762/2023,1426
9573666,2023-09-18,2025-06-26,EM EXERCÍCIO,28944/2023,1694
9574387,2023-09-18,2025-06-26,EM EXERCÍCIO,28226/2023,3570
9456350,2023-06-26,2023-12-28,EM EXERCÍCIO,26824/2023,5801
9574450,2023-09-18,2025-06-26,EM EXERCÍCIO,29496/2023,3072
9574476,2021-06-14,2023-01-28,EM EXERCÍCIO,16434/2023,2838
9574441,2021-06-14,2023-01-28,EM EXERCÍCIO,16431/2023,9863
9574379,2021-06-14,2023-01-28,EM EXERCÍCIO,16425/2023,3283
9574190,2021-06-14,2023-01-28,EM EXERCÍCIO,16408/2023,7065
9456082,2023-10-23,2025-10-22,EM EXERCÍCIO,30620/2023,1820
351431,2021-06-14,2023-01-28,EM EXERCÍCIO,6428/2023,8189
9574310,2023-09-01,2025-06-26,EM EXERCÍCIO,27704/2023,6838
9574646,2021-06-29,2023-01-28,EM EXERCÍCIO,16449/2023,7176
9574220,2021-06-29,2023-01-28,EM EXERCÍCIO,16411/2023,9777
196118,2023-12-01,2026-12-31,EM EXERCÍCIO,32513/2023,5779
9574280,2023-09-18,2025-06-26,EM EXERCÍCIO,27683/2023,4172
9574204,2022-08-12,2023-01-28,EM EXERCÍCIO,17416/2023,1668
9574590,2021-06-29,2023-02-27,EM EXERCÍCIO,16444/2023,7360
9329811,2023-10-30,2025-10-29,EM EXERCÍCIO,31747/2023,8418
9475621,2023-10-23,2025-10-22,EM EXERCÍCIO,31350/2023,3613
9085327,2023-10-10,2025-06-26,EM EXERCÍCIO,30887/2023,996
9574352,2021-06-29,2023-02-27,EXONERADO/RESCISO,19774/2023,1074
9303251,2021-06-29,2023-01-28,EM EXERCÍCIO,10911/2023,1385
9574174,2023-09-28,2025-06-26,EM EXERCÍCIO,27535/2023,4970
9434798,2021-06-18,,EM EXERCÍCIO,13217/2023,9204
9574581,2021-06-29,2023-01-28,EM EXERCÍCIO,16443/2023,8730
9373241,2023-03-20,2023-09-15,EXONERADO/RESCISO,23247/2023,8107
9574603,2021-06-29,2023-01-28,EM EXERCÍCIO,16445/2023,2310
9574565,2023-11-23,2025-06-26,EM EXERCÍCIO,32274/2023,5424
9574611,2022-05-24,2023-01-28,EM EXERCÍCIO,18451/2023,3521
9574972,2021-06-29,2023-01-28,EM EXERCÍCIO,16461/2023,3840
9574166,2021-07-12,2022-12-31,EXONERADO/RESCISO,16406/2022,734
9574816,2021-06-29,2023-01-28,EM EXERCÍCIO,16458/2023,8984
9574999,2023-03-20,2023-09-15,EXONERADO/RESCISO,24268/2023,10396
9574859,2023-03-20,2023-09-15,EXONERADO/RESCISO,23330/2023,7552
9574905,2023-09-01,2025-06-26,EM EXERCÍCIO,27674/2023,6054
9365613,2023-10-18,2025-06-26,EM EXERCÍCIO,31197/2023,9090
9329145,2021-06-29,2023-01-28,EM EXERCÍCIO,11413/2023,5149
9575499 ,2021-06-18,,EM EXERCÍCIO,16465/2022,5184
9575405,2021-06-18,,EM EXERCÍCIO,16464/2023,3799
9575782 ,2023-09-01,2025-06-26,EM EXERCÍCIO,29372/2023,4435
9454926 ,2021-06-18,,EM EXERCÍCIO,13614/2023,7807
9200088,2021-06-18,,EM EXERCÍCIO,9834/2022,9371
9575685 ,2021-06-18,,EM EXERCÍCIO,16468/2022,2149
9064052,2022-01-05,2024-01-05,EM EXERCÍCIO,18893/2022,9556
9170855,2023-01-02,2026-12-31,EM EXERCÍCIO,20185/2023,6951
9449817,2023-10-10,2025-06-26,EM EXERCÍCIO,30853/2023,2632
9575901,2021-06-18,,EM EXERCÍCIO,16472/2022,7470
9617930,2023-10-24,2025-10-23,EM EXERCÍCIO,31865/2023,10400
9330151,2023-03-20,2023-09-15,EXONERADO/RESCISO,22300/2023,7510
9579214,2023-03-20,2023-09-15,EXONERADO/RESCISO,23700/2023,2827
9579311,2023-09-11,2025-06-26,EM EXERCÍCIO,27784/2023,1379
9441468 ,2023-03-20,2023-09-15,EXONERADO/RESCISO,23324/2023,5851
9296786,2023-10-11,2025-06-26,EM EXERCÍCIO,30863/2023,1713
9578595,2023-03-20,2023-09-15,EXONERADO/RESCISO,22178/2023,8065
9155732,2023-03-20,2023-09-15,EXONERADO/RESCISO,23634/2023,6797
9578390,2021-08-10,2023-02-27,EXONERADO/RESCISO,16536/2022,5381
9393129,2023-03-20,2023-09-15,EXONERADO/RESCISO,24667/2023,10440
9578048,2023-10-02,2025-06-26,EM EXERCÍCIO,30464/2023,8542
9577807 ,2021-08-10,2023-01-28,EM EXERCÍCIO,16493/2023,5960
S/M,2023-04-01,2023-09-15,EXONERADO/RESCISO,25149/2023,1971
9577300,2023-09-18,2025-06-26,EM EXERCÍCIO,29771/2023,5507
9433058,2023-03-20,2023-09-15,EXONERADO/RESCISO,22283/2023,3358
9578501,2023-10-25,2025-06-26,EM EXERCÍCIO,31418/2023,3248
9655565,2023-10-30,2025-06-26,EM EXERCÍCIO,31763/2023,10599
9578552,2023-03-13,2023-09-08,EXONERADO/RESCISO,21510/2023,3042
9577637,2021-08-10,2023-01-28,EM EXERCÍCIO,16486/2023,6083
S/M,2021-08-10,2023-02-27,EXONERADO/RESCISO,16513/2022,3793
9578374,2023-03-20,2023-09-15,EXONERADO/RESCISO,23995/2023,3049
9578072,2023-09-01,2025-06-26,EM EXERCÍCIO,29486/2023,3849
9443045,2021-08-10,2023-02-27,EM EXERCÍCIO,18076/2023,6870
9577351,2021-08-10,2023-01-28,EM EXERCÍCIO,16478/2023,5762
9578412,2023-03-20,2023-09-15,EXONERADO/RESCISO,23962/2023,2472
9578188,2021-08-10,2023-08-04,EXONERADO/RESCISO,16519/2023,7823
9577866,2021-08-10,2023-01-28,EM EXERCÍCIO,16495/2023,7770
9578269,2023-09-05,2025-06-26,EM EXERCÍCIO,30048/2023,9864
9315861,2023-03-20,2023-09-15,EXONERADO/RESCISO,24636/2023,3704
9577998,2023-03-13,2023-09-08,EXONERADO/RESCISO,20425/2023,5225
9577386,2021-08-10,2023-01-28,EM EXERCÍCIO,19998/2022,904
9577963,2023-04-01,2023-09-27,EXONERADO/RESCISO,25058/2023,3859
9578730 ,2023-11-06,2025-06-26,EM EXERCÍCIO,31942/2023,4773
9578340,2023-01-28,2023-01-28,EM EXERCÍCIO,16531/2022,3735
9577459,2022-06-01,2023-01-28,EXONERADO/RESCISO,17607/2022,4261
9577939 ,2023-01-28,2023-01-28,EXONERADO/RESCISO,16498/2023,6901
9578110 ,2023-03-20,2023-09-15,EXONERADO/RESCISO,24583/2023,4797
9577734,2021-08-10,2023-01-28,EM EXERCÍCIO,16491/2023,5379
9187839,2021-08-10,2023-01-28,EM EXERCÍCIO,9778/2023,5211
9577777,2023-09-18,2025-06-26,EM EXERCÍCIO,29373/2023,7751
9579427,2021-08-10,2023-01-28,EXONERADO/RESCISO,16574/2022,1252
9577505,2023-09-18,2025-06-26,EM EXERCÍCIO,28849/2023,4083
9577904,2023-11-01,2025-06-26,EM EXERCÍCIO,31202/2023,5834
9578331,2023-02-20,2023-09-15,EXONERADO/RESCISO,22926/2023,9005
9577920,2023-09-18,2025-06-26,EM EXERCÍCIO,28246/2023,3782
9578200,2021-11-12,2023-01-28,EXONERADO,16520/2023,1001
9578544,2021-08-10,2023-01-28,LICENCIADO,16547/2023,5190
9578315,2023-04-01,2023-09-08,EXONERADO/RESCISO,24098/2023,1599
9418652,2023-10-10,2025-06-26,EM EXERCÍCIO,30787/2023,4447
344303,2022-09-02,2023-01-28,EM EXERCÍCIO,17689/2023,8549
9578447,2023-09-18,2025-06-26,EM EXERCÍCIO,29166/2023,987
9578137 ,2022-06-01,,EM EXERCÍCIO,17768/2023,9869
9578099,2023-04-01,2023-09-27,EXONERADO/RESCISO,25115/2023,10403
9578366 ,2021-08-10,2023-01-28,EM EXERCÍCIO,16533/2023,5052
9449965,2023-03-20,2023-09-15,EXONERADO/RESCISO,21681/2023,6368
9459871,2021-08-10,2023-01-28,EXONERADO/RESCISO,18474/2023,5198
9578064 ,2023-04-01,2023-09-27,EXONERADO/RESCISO,25179/2023,10332
9481796,2023-10-23,2025-06-26,EM EXERCÍCIO,31471/2023,2942
9578358,2021-08-10,2023-01-28,EM EXERCÍCIO,16532/2023,2560
9577378,2021-08-10,2023-01-28,EM EXERCÍCIO,16479/2023,901
9578722,2021-08-10,2023-01-28,EM EXERCÍCIO,16559/2022,7925
9583599,2023-12-01,2025-10-31,EM EXERCÍCIO,32255/2023,9844
9578021,2021-08-10,2023-01-28,EM EXERCÍCIO,16506/2023,2321
9578579,2022-10-24,2023-01-28,EM EXERCÍCIO,18930/2023,5593
9579478 ,2023-09-18,2025-06-26,EM EXERCÍCIO,29131/2023,5075
9262695,2021-08-10,2023-01-28,EM EXERCÍCIO,10514/2023,5183
9578471,2023-04-01,2023-09-27,EXONERADO/RESCISO,25118/2023,5172
9579320,2023-10-24,2025-10-23,EM EXERCÍCIO,31573/2023,9356
9578234,2023-10-10,2025-06-26,EM EXERCÍCIO,30689/2023,4904
9578404,2023-11-01,2025-06-26,EM EXERCÍCIO,31192/2023,4525
9578382 ,2021-08-10,2023-02-27,EM EXERCÍCIO,16535/2022,4158
9578323,2023-09-01,2025-06-26,EM EXERCÍCIO,27865/2023,4779
9579389,2021-08-10,2023-02-27,EXONERADO/RESCISO,16572/2022,9939
9553533,2023-09-18,2025-06-26,EM EXERCÍCIO,28960/2023,4060
9577556,2023-09-18,2025-06-26,EM EXERCÍCIO,29374/2023,7142
9469877,2023-03-20,2023-09-15,EXONERADO/RESCISO,23987/2023,6073
9579443,2023-03-20,2023-09-15,EXONERADO/RESCISO,23774/2023,3995
9098062,2023-10-17,2025-06-26,EM EXERCÍCIO,31154/2023,9875
9578641,2023-03-20,2023-09-15,EXONERADO/RESCISO,22901/2023,1867
9577572,2023-09-18,2025-06-26,EM EXERCÍCIO,28730/2023,8780
9180010,2023-09-18,2025-06-26,EM EXERCÍCIO,29960/2023,4439
9160108,2023-03-13,2023-09-08,EXONERADO/RESCISO,21254/2023,2382
9190899,2023-09-11,2025-06-26,EM EXERCÍCIO,28841/2023,1435
9419675,2023-09-01,2025-06-26,EM EXERCÍCIO,29548/2023,5286
9311700,2021-08-10,2023-02-27,EXONERADO/RESCISO,11071/2022,1412
9578420,2021-08-10,2023-01-28,EM EXERCÍCIO,16539/2022,3556
9579362,2023-03-20,2023-09-15,EXONERADO/RESCISO,24071/2023,4836
9465219,2021-08-10,2023-02-27,EXONERADO/RESCISO,13804/2022,8102
9336290,2021-08-10,2023-02-27,EXONERADO/RESCISO,11514/2022,2271
1280341,2023-10-16,2025-06-26,EM EXERCÍCIO,30755/2023,4334
1146603,2023-04-01,2023-09-27,EXONERADO/RESCISO,25164/2023,4463
9578765,2023-09-18,2025-06-26,EM EXERCÍCIO,30016/2023,4987
9446818,2023-03-20,2023-09-15,EXONERADO/RESCISO,23440/2023,2322
9579516,2021-08-10,2023-02-27,EM EXERCÍCIO,16578/2022,8138
9543937,2021-08-10,,EM EXERCÍCIO,16244/2022,9672
9373616,2021-09-08,,EM EXERCÍCIO,12219/2022,3608
9579753,2021-08-10,,EM EXERCÍCIO,16582/2022,4483
9605681,2023-09-01,2025-06-26,EM EXERCÍCIO,27864/2023,2456
9602135,2022-06-29,2023-06-29,EM EXERCÍCIO,19376/2023,9912
9587730,2023-03-20,2023-09-15,EXONERADO/RESCISO,23309/2023,3209
9580409,2023-06-21,2023-12-18,EXONERADO/RESCISO,26610/2023,2619
9580310,2023-12-30,2025-10-31,EM EXERCÍCIO,32616/2023,6887
9580425,2021-10-01,2023-02-27,EXONERADO/RESCISO,16594/2022,5132
9580379 ,2023-06-07,2023-12-03,EXONERADO/RESCISO,24775/2023,6706
9312820,2022-06-30,2023-01-28,EM EXERCÍCIO,17646/2023,6619
9580549,2023-11-27,2025-06-26,EM EXERCÍCIO,32380/2023,4396
9580514,2023-04-01,2023-09-27,EXONERADO/RESCISO,22070/2023,9901
9580263,2023-04-01,2023-09-27,EXONERADO/RESCISO,25513/2023,2073
9429441,2023-10-23,2025-10-22,EM EXERCÍCIO,30692/2023,10469
9290311,2023-06-22,2023-12-13,EXONERADO/RESCISO,26756/2023,3119
9582207,2023-10-30,2025-10-29,EM EXERCÍCIO,31668/2023,867
9582304,2022-08-06,2023-06-07,EXONERADO/RESCISO,16644/2023,9426
9580573,2021-10-01,2023-01-28,EM EXERCÍCIO,16606/2023,7052
9582533,2022-08-07,2023-06-08,EXONERADO/RESCISO,16665/2023,5681
9580298,2023-03-20,2023-09-15,EXONERADO/RESCISO,23500/2023,9155
9113924,2023-04-01,2023-09-15,EXONERADO/RESCISO,24032/2023,5690
9580352 ,2021-10-01,2023-02-27,EM EXERCÍCIO,16589/2023,4558
9582398,2023-09-18,2025-06-26,EM EXERCÍCIO,27911/2023,3475
9580930,2023-12-01,2025-10-31,EM EXERCÍCIO,32252/2023,7029
9582150,2021-10-01,2023-02-27,EXONERADO/RESCISO,16631/2022,4126
9580450,2023-06-10,2023-12-06,EXONERADO/RESCISO,26674/2023,2264
